frame,time,MET_X1,MET_Y1,HEEL_X1,HEEL_Y1,MALLEOL_X1,MALLEOL_Y1,FIBULA_X1,FIBULA_Y1,FEM_ALT_X1,FEM_ALT_Y1,FEM_UST_X1,FEM_UST_Y1,ASIS_X1,ASIS_Y1,ACR_X1,ACR_Y1,knee_angle,hip_angle,ankle_angle,derivative_knee_angle,derivative_hip_angle,derivative_ankle_angle,acceleration_knee_angle,acceleration_hip_angle,dacceleration_erivative_ankle_angle
62,1.537808,16.784578,3.648174143,29.65330536,6.140861856,24.73122423,10.61025144,3.98803533,34.44895739,1.216626583,39.91202343,37.61033956,45.13079204,34.29301745,53.86046942,7.61,86.9,55.9511656036851,120.329748709299,59.4420009443948,0.281533213576353,0.328094094217917,0.373574310892451,0.0258100199438047,-0.0494418335123328,0.0230580998558878
63,1.544704,16.78561432,3.646383404,29.65332687,6.134914181,24.7320529,10.61042218,3.98803533,34.44895739,1.215740759,39.90725467,37.57709845,45.36207116,34.16461162,53.60246217,7.42,87.8,56.233294128165,120.593539643532,59.7841794185523,0.282128524479887,0.263790934233057,0.342178474157464,0.000595310903534596,-0.0643031599848598,-0.0313958367349869
64,1.5516,16.77682656,3.658659865,29.65332848,6.137883096,24.73337227,10.61457348,3.987229883,34.88309319,1.223937492,39.92674996,37.59230852,45.48390632,34.42237975,53.60294041,7.24,87.6,56.499907828672,120.777666036839,60.0572661778174,0.266613700506937,0.184126393307295,0.273086759265169,-0.0155148239729499,-0.0796645409257621,-0.0690917148922949
65,1.558496,16.78477465,3.647012493,29.65339544,6.138248074,24.73334426,10.60995758,3.988572294,34.15953353,1.213755902,39.9222385,37.58552869,45.70285228,33.77676384,54.24616515,7.06,87.5,56.7454621047921,120.867345743477,60.2423779192428,0.245554276120103,0.0896797066375399,0.185111741425331,-0.0210594243868343,-0.0944466866697553,-0.0879750178398382
66,1.565392,16.78618067,3.646352309,29.65339923,6.138083068,24.73257009,10.61071479,3.6980745,34.73784429,1.21013433,39.92089445,37.59297997,46.07034217,33.00250298,54.7602667,6.51,87.6,56.9722691822356,120.8559013634,60.3372649724085,0.226807077443553,-0.0114443800764832,0.0948870531657491,-0.0187471986765502,-0.101124086714023,-0.0902246882595819
67,1.572288,16.77681458,3.657258152,29.65341414,6.136974574,24.73227031,10.61413606,3.987229883,34.88309319,1.218013998,39.92941296,37.54437686,46.24185196,33.13138705,54.76050582,6.51,88.2,57.1871266510841,120.748272685825,60.3514647923085,0.214857468848521,-0.107628677575732,0.0141998198999573,-0.0119496085950317,-0.0961842974992493,-0.0806872332657917
68,1.579184,16.78565434,3.646858015,29.6534293,6.143136424,24.73103554,10.61318951,3.84251795,34.88282471,1.212772013,40.05480129,37.56697423,46.60903955,33.25931465,55.2762812,7.24,89.3,57.4023219872813,120.554630692017,60.3046227470411,0.215195336197127,-0.193641993807617,-0.0468420452673683,0.000337867348605414,-0.0860133162318846,-0.0610418651673257
69,1.58608,16.78762606,3.642825315,29.65346765,6.135319962,24.73007229,10.61243738,3.987766847,34.59366933,0.8868001755,40.54179899,37.55044951,46.97024413,33.25835818,55.79181745,7.42,89.3,57.6341041413172,120.281808223791,60.2243965216,0.231782154035912,-0.272822468225911,-0.0802262254411374,0.0165868178387854,-0.079180474418294,-0.0333841801737691
70,1.592976,16.78776068,3.643200566,29.65352615,6.136684353,24.72874961,10.61519157,3.84251795,34.88282471,1.375004065,40.21763644,37.38156956,47.57634836,33.38795959,55.40540438,7.05,89.8,57.8950706776483,119.932037477528,60.1388422613861,0.260966536331182,-0.349770746262806,-0.0855542602138399,0.02918438229527,-0.0769482780368946,-0.00532803477270249
71,1.599872,16.78449389,3.64946124,29.65356757,6.134820327,24.72853822,10.6145092,3.84251795,34.88282471,1.049635321,40.37956694,37.26647369,47.69101795,33.25764083,56.17846965,6.87,90,58.191686386214,119.507509690315,60.0690275617733,0.296615708565653,-0.424527787213322,-0.0698146996128628,0.0356491722344714,-0.0747570409505158,0.0157395606009771
72,1.606768,16.78434019,3.643806436,29.65359594,6.711787748,24.72870052,10.61458522,3.987229883,34.88309319,1.049333774,40.54210054,37.25005376,48.10058499,33.25835818,55.79181745,7.23,91.1,58.5282187722309,119.013715123613,60.0303826243608,0.336532386016941,-0.493794566702363,-0.0386449374124425,0.0399166774512878,-0.0692667794890411,0.0311697622004203
73,1.613664,16.78459731,3.646897886,29.6536167,6.13855767,24.72866079,10.61478506,4.132210297,34.73864974,1.374400972,40.54270363,37.19098316,48.39784172,33.12875676,56.17823053,7.41,91.5,58.9070311926859,118.457748182991,60.0404432624479,0.378812420454935,-0.555966940621701,0.0100606380870687,0.0422800344379937,-0.0621723739193385,0.0487055754995112
74,1.62056,16.78791581,3.643379927,29.65362369,6.137015878,24.72865028,10.61668357,4.131673333,35.02807361,1.537537664,40.21793798,37.26455542,48.72496253,33.12780029,56.69376679,7.05,92.2,59.3278313184276,117.842860689997,60.1153714598877,0.420800125741764,-0.61488749299356,0.0749281974397604,0.0419877052868287,-0.058920552371859,0.0648675593526917
75,1.627456,16.7875086,3.64535033,29.65365354,6.134490743,24.72981699,10.61507988,3.987229883,34.88309319,0.8874032686,40.2167318,37.03372425,49.29894991,32.99676418,57.85348426,7.23,92.7,59.791640192326,117.16780027605,60.2534132324373,0.46380887389833,-0.675060413947662,0.138041772549627,0.0430087481565664,-0.060172920954102,0.0631135751098668
76,1.634352,16.78752883,3.646486753,29.65365555,6.134347043,24.72805538,10.61404762,3.986961401,35.02780512,1.049333774,40.54210054,36.80374565,49.41340636,32.86764099,57.9821292,7.96,92.7,60.3020750478003,116.433838138913,60.4297056349628,0.510434855474358,-0.733962137136288,0.176292402525476,0.0466259815760282,-0.058901723188626,0.0382506299758489
77,1.641248,16.78616136,3.644567188,29.65378717,6.137278974,24.72891686,10.61557389,3.986961401,35.02780512,1.536934571,40.54300518,36.80289309,49.87293729,32.73947428,57.59523789,7.41,93.3,60.8587642762804,115.650044900005,60.6087765658684,0.556689228480053,-0.783793238908714,0.179070930905638,0.046254373005695,-0.0498311017724262,0.00277852838016202
78,1.648144,16.78405344,3.650281033,29.65382523,6.136320778,24.72679583,10.61524464,3.986424436,35.31722899,1.374702519,40.38017003,36.68758408,50.10248961,32.73923516,57.72412196,6.86,94.4,61.452836503145,114.830652228732,60.759358371873,0.594072226864569,-0.819392671273192,0.150581806004595,0.0373829983845155,-0.0355994323644779,-0.0284891249010428
79,1.65504,16.78778968,3.644687602,29.65384815,6.140106467,24.72814725,10.61412789,3.986961401,35.02780512,1.536934571,40.54300518,36.57184878,50.5618074,32.73708311,58.88407854,7.23,94.2,62.0714503585895,113.990471615668,60.8630862559935,0.618613855444579,-0.840180613063723,0.10372788412046,0.0245416285800104,-0.0207879417905303,-0.0468539218841357
80,1.661936,16.78948735,3.64544794,29.65386442,6.567075815,24.728356,10.61495586,4.130867886,35.4622094,1.048730681,40.86716774,36.79990912,51.48129554,32.60748169,59.27049162,6.5,95.5,62.7039114561721,113.146110653964,60.9188142129344,0.632461097582549,-0.844360961703714,0.0557279569409843,0.0138472421379703,-0.00418034863999139,-0.0479999271794753
81,1.668832,16.78627166,3.648285034,29.65386442,6.567075815,24.72853811,10.61449987,4.130599404,35.60692133,1.211867373,40.54240209,36.11061273,51.48001669,32.86524982,59.27096985,6.5,95.8,63.3450774300381,112.318277824129,60.9479818226825,0.641165973866038,-0.827832829834705,0.0291676097480575,0.00870487628348826,0.0165281318690091,-0.0265603471929268
82,1.675728,16.79011147,3.642076564,29.6538656,6.139485062,24.72792078,10.61291291,4.131941815,34.88336167,1.049635321,40.37956694,36.56971738,51.71063472,32.60604699,60.04379601,7.41,96,63.9961702720811,111.526653469608,60.9907644726845,0.651092842043028,-0.791624354520891,0.0427826500020245,0.00992686817698996,0.0362084753138134,0.013615040253967
83,1.682624,16.78747985,3.648125023,29.65388831,6.140238193,24.7283522,10.61403129,3.841980986,35.17224857,1.211867373,40.54240209,36.56843853,52.39993111,32.60532964,60.4304482,6.86,96.9,64.6585718308659,110.780821320285,61.0781897813218,0.662401558784737,-0.745832149323732,0.0874253086373216,0.0113087167417092,0.0457922051971593,0.044642658635297
84,1.68952,16.78891726,3.642193569,29.65392723,6.136400268,24.7290934,10.6134608,3.841712504,35.31696051,1.211867373,40.54240209,35.99295917,52.97327906,32.99198184,60.43116555,6.67,97.7,65.3267015294229,110.07625774439,61.2048141983951,0.66812969855701,-0.704563575894809,0.126624417073273,0.00572813977227327,0.0412685734289227,0.0391991084359518
85,1.696416,16.78874319,3.639522254,29.65395741,6.13577778,24.73086151,10.61163779,3.986692918,35.17251706,1.211565827,40.70493569,36.10720248,53.3181404,31.31361959,61.97466581,6.86,98.2,65.9914832057374,109.396383753434,61.3350722656174,0.66478167631449,-0.679873990956352,0.130258067222286,-0.00334802224251973,0.0246895849384572,0.00363365014901262
86,1.703312,16.77679795,3.657408179,29.65397033,6.135238218,24.72844718,10.6118615,3.986692918,35.17251706,1.048730681,40.86716774,35.99125405,53.89234092,31.18473553,61.97442669,7.22,98.9,66.6473806631938,108.714967031902,61.4296755350257,0.655897457456419,-0.681416721531349,0.0946032694082959,-0.00888421885807134,-0.00154273057499665,-0.0356547978139901
87,1.710208,16.77690167,3.65519993,29.65397047,6.13645834,24.73108146,10.61361681,4.131404851,35.17278554,1.211565827,40.70493569,35.99018835,54.46675458,30.53935873,62.48876736,7.58,99.5,67.2933816284829,107.996485098214,61.4634794239433,0.646000965289133,-0.718481933688466,0.0338038889175891,-0.00989649216728594,-0.0370652121571169,-0.0607993804907068
88,1.717104,16.78933077,3.641785224,29.653973,6.136957259,24.73189237,10.6118523,4.131136368,35.31749747,1.373496332,41.03030443,35.530018,54.81055021,30.66656898,63.39119493,7.58,100,67.9329930098815,107.199429132075,61.4307299407809,0.639611381398552,-0.797055966138444,-0.0327494831623909,-0.00638958389058075,-0.0785740324499784,-0.06655337207998
89,1.724,16.78910024,3.642371271,29.65404761,6.139995068,24.72934804,10.61205544,4.130867886,35.4622094,1.21126428,40.86746928,35.64383503,55.38517701,30.79497481,63.64920218,7.76,101,68.575315946491,106.28857902098,61.3440527457928,0.642322936609517,-0.910850111095144,-0.0866771949880984,0.00271155521096489,-0.113794144956699,-0.0539277118257075
90,1.730896,16.7883991,3.643885422,29.65406742,6.137686665,24.72934669,10.61299753,4.275311336,35.60718982,1.210661187,41.19253648,35.29833427,55.84406852,30.40688791,64.42178922,7.03,102,69.2331945992053,105.250490998574,61.2295984638129,0.657878652714317,-1.03808802240644,-0.114454281979931,0.0155557161047994,-0.127237911311298,-0.0277770869918328
91,1.737792,16.78401962,3.652670444,29.65413291,6.422363883,24.73211107,10.61014494,4.419754786,35.75217023,1.210661187,41.19253648,35.41193816,56.53357805,30.40688791,64.42178922,8.12,102,69.9199825898212,104.098747616293,61.1215929029849,0.686787990615869,-1.15174338228108,-0.108005560827948,0.0289093379015526,-0.113655359874642,0.00644872115198325
92,1.744688,16.78183911,3.649470758,29.65413291,6.422363883,24.73186384,10.61039631,4.448380445,35.77227172,1.211565827,40.70493569,35.18110699,57.10756543,30.01832278,65.45214438,7.94,103,70.6489327337172,102.864088507615,61.0597606297111,0.728950143896,-1.23465910867736,-0.0618322732738648,0.0421621532801311,-0.0829157263962799,0.0461732875540832
93,1.751584,16.78364965,3.647944587,29.65414111,6.136659788,25.01583357,10.46570656,4.478181886,35.79185841,1.374099426,40.70523723,35.18025443,57.56709635,30.14696773,65.58126757,7.57,104,71.4345506736484,101.577407818397,61.0822029368373,0.785617939931214,-1.2866806892178,0.0224423071262976,0.0566677960352138,-0.0520215805404405,0.0842745804001623
94,1.75848,16.79008114,3.641660323,29.65420848,6.135285998,25.3057944,10.17681966,4.498871166,35.81771955,1.534823745,41.68074037,35.29407146,58.14172315,30.14553303,66.35457195,8.48,105,72.2878853417456,100.261862199305,61.2068486861247,0.853334668097204,-1.31554561909269,0.124645749287396,0.0677167281659905,-0.0288649298748851,0.102203442161098
95,1.765376,16.78219668,3.647620113,29.65426702,6.136676908,25.01637053,10.17628269,4.50352905,35.84312401,1.534823745,41.68074037,34.83304855,58.94504971,29.8863302,67.12739811,8.66,106,73.2044399920074,98.9375448071973,61.4180295553572,0.916554650261759,-1.32431739210746,0.211180869232464,0.0632199821645543,-0.00877177301477161,0.0865351199450686
96,1.772272,16.78269255,3.648986617,29.65430356,6.136875417,25.30525743,10.46624352,4.548911848,35.8627666,1.534522198,41.84327397,35.17684418,59.40522006,29.88537373,67.64293437,8.66,107,74.159722294111,97.6237406690883,61.6748473713049,0.955282302103655,-1.31380413810902,0.256817815947656,0.0387276518418957,0.0105132539984396,0.0456369467151916
97,1.779168,16.78209252,3.650544164,29.6543509,6.138747337,25.16081398,10.32126311,4.563661272,36.18657451,1.534823745,41.68074037,34.94601302,59.97920744,29.36864189,68.28639822,9.03,108,75.118826492655,96.3337997327349,61.9301704150061,0.959104198543969,-1.28994093635343,0.255323043701267,0.00382189644031428,0.0238632017555886,-0.00149477224638872
98,1.786064,16.05631243,3.647599838,29.65438519,6.13496138,25.16027702,10.61068697,5.287757898,35.89849306,1.535125292,41.51820677,34.60008598,60.66786441,29.36696807,69.18858668,8.84,108,76.0518179507796,95.0707605466206,62.1453940661099,0.932991458124647,-1.26303918611428,0.21522365110377,-0.0261127404193218,0.0269017502391478,-0.0400993925974973
99,1.79296,16.78951751,3.64629705,29.65440139,6.277651951,25.30525743,10.46624352,5.432738312,35.75404961,2.022122995,41.84417861,34.71454243,60.89784301,29.238084,69.18834756,9.75,109,76.9473229784222,93.8277214458034,62.2999875543437,0.895505027642585,-1.24303910081717,0.1545934882338,-0.0374864304820619,0.0200000852971129,-0.0606301628699697
100,1.799856,16.78328618,3.649983704,29.65453499,6.134084351,25.1605455,10.46597504,5.431664383,36.33289734,1.859589396,41.84387706,34.71347673,61.47225667,28.97864205,70.09005778,9.93,111,77.8141598339358,92.5906933920236,62.3967525569924,0.866836855513597,-1.2370280537798,0.0967650026486524,-0.0286681721289881,0.00601104703737576,-0.0578284855851479
101,1.806752,16.78188083,3.644380694,29.65456708,6.134548764,25.16081398,10.32126311,5.431395901,36.47760927,2.021519902,42.16924581,34.36648398,62.7353273,28.8485624,70.73423898,10.7,111,78.6724093497909,91.3391844259137,62.4601302886769,0.858249515855107,-1.25150896610997,0.0633777316845539,-0.00858733965849012,-0.0144809123301712,-0.0333872709640985
102,1.813648,16.78257241,3.648110411,29.65458413,6.135827019,25.3057944,10.17681966,5.865531698,36.47841472,2.346888646,42.0073153,34.02119637,63.07933607,28.58935957,71.50706514,10.5,112,79.5492127444982,90.0461579416008,62.5261253587407,0.876803394707252,-1.29302648431286,0.0659950700638205,0.0185538788521455,-0.0415175182028946,0.0026173383792667
103,1.820544,16.78856086,3.642332027,29.65460311,6.139091567,25.30525743,10.46624352,5.864726251,36.91255051,2.671955844,42.0079184,34.1350134,63.65396287,28.58864222,71.89371733,11,113,80.4784432186006,88.6834836215948,62.6296778294444,0.929230474102425,-1.36267432000599,0.103552470703718,0.0524270793951729,-0.0696478356931323,0.0375574006398978
104,1.82744,16.78310013,3.648406284,29.65463557,6.134528147,25.30498895,10.61095545,5.865263216,36.62312665,2.671352751,42.33298559,34.08691799,64.24494985,28.58768575,72.40925359,11,114,81.4913133868253,87.2320986720307,62.7947886729824,1.01287016822471,-1.45138494956414,0.165110843537917,0.083639694122283,-0.0887106295581503,0.0615583728341988
105,1.834336,16.78235051,3.653353236,29.65464899,6.135446961,25.44996937,10.466512,6.153881634,37.05779941,2.671352751,42.33298559,34.03345824,64.93128821,28.06904097,74.08378996,11.4,115,82.5999083103885,85.6914397641781,63.0275578254537,1.10859492356322,-1.54065890785257,0.232769152471349,0.0957247553385088,-0.0892739582884303,0.0676583089334315
106,1.841232,16.78398584,3.650964366,29.65466555,6.135267985,25.45023785,10.32180007,6.299399013,36.62393209,3.158350454,42.65895743,33.93181131,65.48207109,28.19792504,74.08402908,11,115,83.7900095849515,84.0837805722066,63.3161475329233,1.19010127456299,-1.60765919197146,0.288589707469598,0.0815063509997742,-0.0670002841188904,0.0558205549982489
107,1.848128,16.79096771,3.640007484,29.65466751,6.137571469,25.1605455,10.46597504,6.444110945,36.62420058,3.483116105,42.82209412,33.87657611,66.24853541,27.93920044,74.59908711,11.4,116,85.0296849125859,82.4507627354777,63.6388464626008,1.23967532763439,-1.63301783672897,0.322698929677458,0.049574053071396,-0.0253586447575032,0.0341092222078601
108,1.855024,16.78293519,3.647191103,29.65466987,6.132940018,25.44996937,10.466512,6.732192399,37.3482972,3.483116105,42.82209412,33.80157951,66.89679598,27.42127301,75.88697129,11.6,117,86.2843450730092,80.840484406483,63.9738391114392,1.25466016042326,-1.6102783289947,0.334992648838451,0.0149848327888691,0.022739507734272,0.0122937191609935
109,1.86192,16.78343091,3.64995935,29.65466987,6.132940018,25.59548674,10.03264469,6.876904331,37.34856569,3.807881756,42.98523081,33.59111052,67.54541101,27.42127301,75.88697129,12.1,117,87.5300064835448,79.289304091312,64.3070245179224,1.24566141053566,-1.55118031517095,0.333185406483153,-0.00899874988759564,0.0590980138237427,-0.00180724235529794
110,1.868816,16.79017879,3.642434431,29.65474838,6.138307355,25.59441282,10.61149242,6.876635849,37.49327762,3.80667557,43.63536521,33.55545569,68.30236835,27.16111371,77.1753337,12.8,118,88.7576735269328,77.8108359984227,64.6345129497921,1.22766704338795,-1.47846809288933,0.327488431869696,-0.0179943671477076,0.0727122222816234,-0.00569697461345697
111,1.875712,16.77164296,3.663099866,29.65479078,6.136470383,25.44970088,10.61122393,7.455483578,37.49435155,4.132948954,42.98583391,33.44691708,68.97717708,27.16063548,77.43310183,12.8,119,89.9664846522089,76.3972956474113,64.9574718843171,1.20881112527611,-1.41354035101135,0.322958934525047,-0.0188559181118393,0.0649277418779803,-0.0045294973446488
112,1.882608,16.77577124,3.656778397,29.65479821,6.139922606,25.45023785,10.32180007,7.454678131,37.92848734,4.294276367,43.63626985,33.26235559,69.65460974,26.64246893,78.84987007,12.8,120,91.1594954169027,75.0261005407247,65.2778379874611,1.19301076469377,-1.37119510668668,0.320366103144025,-0.0158003605823467,0.0423452443246646,-0.00259283138102262
113,1.889504,16.77209827,3.660051063,29.65491333,6.134955401,25.3057944,10.17681966,7.743296549,38.3631601,4.613848375,43.74732767,33.07975266,70.36751168,26.76967918,79.75229764,12.6,121,92.3491254784036,73.6697604091446,65.6021826630558,1.18963006150092,-1.35634013158003,0.324344675594631,-0.00338070319284611,0.0148549751066582,0.00397857245060607
114,1.8964,16.78332908,3.648529594,29.65493835,5.988228086,25.59441282,10.61149242,8.033794343,37.78484934,4.855615113,43.94137121,32.99341816,71.05732446,26.64079511,79.75205853,13,122,93.5578467081562,72.3084569739571,65.9437960307987,1.20872122975267,-1.36130343518755,0.341613367742937,0.0190911682517481,-0.00496330360752495,0.0172686921483063
115,1.903296,16.77713683,3.658040516,29.6550695,6.137003305,25.59548674,10.03264469,8.177432346,38.36396555,5.247908857,44.1551319,32.77788129,71.76152859,26.38159228,80.52488468,13,123,94.807044794629,70.9346308227031,66.3134439971196,1.24919808647272,-1.37382615125399,0.369647966320869,0.0404768567200477,-0.0125227160664423,0.028034598577932
116,1.910192,16.78304222,3.65067694,29.6550874,6.140488285,25.45050633,10.17708814,8.321607314,38.6536579,5.481998063,44.34876165,32.55262117,72.44927964,26.12238945,81.29771083,13.4,123,96.1079679052075,69.5468202885339,66.7125023763818,1.30092311057852,-1.3878105341692,0.399058379262243,0.0517250241058065,-0.0139843829152113,0.0294104129413739
117,1.917088,16.92538947,3.215074934,29.65511872,6.140300386,25.73966171,10.32233703,8.900723525,38.5100199,5.769290338,44.49971073,32.47470423,73.09700862,25.99326627,81.42635578,13.2,124,97.4636176006853,68.1443028268881,67.1419605471279,1.35564969547785,-1.40251746164581,0.429458170746059,0.0547265848993277,-0.0147069274766096,0.0303997914838163
118,1.923984,16.92431554,3.793922663,29.65520683,5.843516154,25.73966171,10.32233703,9.045435458,38.51028838,6.129256033,44.70718405,31.93284571,74.1042418,25.73286785,82.84360226,13.4,125,98.8721879721255,66.7267966546574,67.6094672493402,1.40857037144013,-1.41750617223069,0.467506702212347,0.0529206759622838,-0.0149887105848734,0.0380485314662877
119,1.93088,16.7932041,3.638003307,29.65522077,6.134740741,25.88437364,10.32260552,9.47903429,38.80051769,6.427641586,44.90519093,31.81689727,74.67844231,25.60326644,83.23001534,13.5,127,100.327718500057,65.2929172538949,68.1155383896115,1.45553052793126,-1.43387940076246,0.506071140271317,0.0469601564911244,-0.0163732285317764,0.0385644380589696
120,1.937776,16.78172034,3.651932993,29.65538885,6.137748885,25.88437364,10.32260552,9.76792119,39.09047852,6.815916256,45.04008006,31.70030942,75.59729103,25.34454184,83.74507336,13.5,126,101.823270653106,63.8374902817653,68.6416776584495,1.49555215304889,-1.45542697212959,0.526139268837966,0.0400216251176317,-0.0215475713671225,0.0200681285666491
121,1.944672,16.79115687,3.640369493,29.65556304,6.134905163,26.02935406,10.17816207,9.91236464,39.23545893,7.132402147,45.22589376,31.35459552,76.17106526,24.82709264,84.77518941,13.7,128,103.354605719991,62.3534958291568,69.1640003665587,1.53133506688542,-1.48399445260852,0.522322708109229,0.0357829138365275,-0.0285674804789338,-0.00381656072873682
122,1.951568,16.78024035,3.652187443,29.65600049,6.133493036,25.88437364,10.32260552,10.49121237,39.23653286,7.49135279,45.4375119,31.12355121,76.85993537,24.82637529,85.16184161,14.3,128,104.920081113502,60.8350748380242,69.6703965235532,1.56547539351136,-1.51842099113259,0.506396156994498,0.0341403266259448,-0.0344265385240732,-0.0159265511147311
123,1.958464,16.79232937,3.639083621,29.65603508,6.134289508,25.88437364,10.32260552,11.06871769,39.96116645,7.879278824,45.59806861,31.12184609,77.77899723,24.56693335,86.06355182,14.1,128,106.520256344277,59.2777595611797,70.1631310143944,1.60017523077414,-1.55731527684451,0.49273449084113,0.034699837262778,-0.038894285711919,-0.0136616661533679
124,1.96536,16.79840357,3.640336863,29.6560467,6.135441626,26.02935406,10.17816207,11.06898617,39.81645452,8.292445165,45.75305683,30.77634533,78.23788873,24.04996238,86.83589974,14.1,129,108.159893980929,57.6814098424954,70.6568144784407,1.63963763665252,-1.59634971868429,0.493683464046342,0.0394624058783819,-0.0390344418397746,0.000948973205211701
